Year,Type,Subtype,Name,Country,Location
1990,Extreme temperature ,Cold wave,,Afghanistan,
1991,Extreme temperature ,Cold wave,,Afghanistan,East and South Afghan Provinces
2001,Extreme temperature ,Cold wave,,Afghanistan,"Hirat, Faryab, Jawzjan, Balkh, Samangan, Sar-e-Pul, Kunduz, Baghlan provinces"
2001,Extreme temperature ,Cold wave,,Afghanistan,Kunduz province
2005,Extreme temperature ,Cold wave,,Afghanistan,Badakhshan province
2008,Extreme temperature ,Severe winter conditions,,Afghanistan,"Nangarhar, Laghman (Eastern), Paktika, Paktya (Central), Ghor, Badghis, Hirat (Western), Sar-e-Pul, Kunduz, Balkh, Jawzjan, Takhar (Northern), Hilmand (SouthWest), Farah provinces"
2012,Extreme temperature ,Severe winter conditions,,Afghanistan,"Badakhshan, Daykundi provinces"
2004,Extreme temperature ,Heat wave,,Albania,"Durres city (Durres district, Durres province)"
2007,Extreme temperature ,Heat wave,,Albania,"Berat, Bulqize, Delvine, Devoll, Diber, Durres, Elbasan, Fier, Gjirokastër, Gramsh, Has, Kavaje, Kolonjë, Korce, Krujë, Kucove, Kukës, Kurbin, Lezhë, Librazhd, Lushnjë, Malesi E Madhe, Mallakaster, Mat, Mirditë, Peqin, Permet, Pogradec, Puke, Sarandë, Shkoder, Skrapar, Tepelenë, Tirane, Tropojë, Vlore provinces"
1985,Extreme temperature ,Severe winter conditions,,Albania,
2012,Extreme temperature ,Severe winter conditions,,Albania,"Puke, Shkoder, Kukes, Librazhd, Korce provinces, Peshkopi district (Diber province)"
2017,Extreme temperature ,Severe winter conditions,,Albania,"Peshkopi, Bulqiza, Kukes, Puka, Skhodra, Mirdita and Pogradec"
2017,Extreme temperature ,Cold wave,,Algeria,"Eastern, Central, high plateau regions. Municipalities of Batna, Biskra, Tizi-Ouzou, Sétif, Souk-Ahras, Laghouat, Jijel, Constantine, Médéa, Djelfa, Tissemsilt, Khenchla, Mila, Oum el Bouaghi, Tébéssa, Bouira, Bordj Bou Arreridj, El Taref, El Bayad, Bejaia, Saida and Gueulma."
2019,Extreme temperature ,Cold wave,,Algeria,"Tizi Ouzou, Medea, Setif, Bourdj Bouriridj, Batna, Bejaia Bouira, Boumerdes, Jijel (northern governorates); Oum El Bouaghi, El Bayedh, Khanchela (high plateau North-East); Naama governortae (West)"
2003,Extreme temperature ,Heat wave,,Algeria,Adrar (province?/district?)
1995,Extreme temperature ,Cold wave,,Argentina,"Rawson, sarmiento, El Maiten, Epuyen, Alto Rio Surgen, Cholila, El Hoyo y Carrenleufeu"
2000,Extreme temperature ,Cold wave,,Argentina,"Buenos Aires, Sante Fe, Formosa, Santa Cruz provinces"
2001,Extreme temperature ,Cold wave,,Argentina,"Chubut, Neuquen, Rio Negro (Patagonia), Catamarca, Buenos Aires provinces"
2002,Extreme temperature ,Cold wave,,Argentina,"Catamarca, Chaco, Corrientes, Formosa, Jujuy, Misiones, Salta, Santiago Del Estero, Tucuman provinces"
2004,Extreme temperature ,Cold wave,,Argentina,"Mar del Plata city (General Pueyrredon district, Buenos Aires province)"
2010,Extreme temperature ,Cold wave,,Argentina,"Buenos Aires, Buenos Aires D.f., Catamarca, Chaco, Chubut, Cordoba, Corrientes, Entre Rios, Formosa, Jujuy, La Pampa, La Rioja, Mendoza, Misiones, Neuquen, Rio Negro, Salta, San Juan, San Luis, Santa Cruz, Santa Fe, Santiago Del Estero, Tierra Del Fuego, Tucuman provinces"
1972,Extreme temperature ,Heat wave,,Argentina,Buenos Aires
2007,Extreme temperature ,Severe winter conditions,,Argentina,"Rosario district (Santa Fe province), Cordoba, San Luis, Buenos Aires, Buenos Aires D.f., Chubut, Neuquen, Rio Negro, Santa Cruz, Tierra Del Fuego, Mendoza, La Rioja provinces"
2013,Extreme temperature ,Severe winter conditions,,Armenia,Yerevan province
1993,Extreme temperature ,Heat wave,,Australia,South-east Australia
1994,Extreme temperature ,Heat wave,,Australia,Townsville
1994,Extreme temperature ,Heat wave,,Australia,Southern NSW
1995,Extreme temperature ,Heat wave,,Australia,Western Sydney
2009,Extreme temperature ,Heat wave,,Australia,"Victoria, New South wales (South), Tasmania (Northern) provinces"
2014,Extreme temperature ,Heat wave,,Australia,"Western Australia, Victoria provinces"
2018,Extreme temperature ,Heat wave,,Australia,
2009,Extreme temperature ,Cold wave,,Austria,Steiermark province
2012,Extreme temperature ,Cold wave,,Austria,"Burgenland, Karnten, Niedterosterreich, Oberosterreich, Salzburg, Steiermark, Tirol, Voralberg, Wien provinces"
2003,Extreme temperature ,Heat wave,,Austria,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Steiernark, Salzburg, Tirol, Voralberg, Wien provinces"
2007,Extreme temperature ,Heat wave,,Austria,"Burgenland, Karnten, Niederosterreich, Steiermark, Wien provinces"
2019,Extreme temperature ,Heat wave,,Austria,
2005,Extreme temperature ,Severe winter conditions,,Austria,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Salzburg, Steiermark, Tirol, Vorarlberg, Wien provinces"
2012,Extreme temperature ,Cold wave,,Azerbaijan,Baku district (Absheron province)
1989,Extreme temperature ,Cold wave,,Bangladesh,North
1989,Extreme temperature ,Cold wave,,Bangladesh,
1990,Extreme temperature ,Cold wave,,Bangladesh,
1990,Extreme temperature ,Cold wave,,Bangladesh,
1991,Extreme temperature ,Cold wave,,Bangladesh,West and North Bangladesh
1994,Extreme temperature ,Cold wave,,Bangladesh,North and Northwestern districts
1995,Extreme temperature ,Cold wave,,Bangladesh,"Rajshahi, Rangpur, Pabna, Dinajpur"
1996,Extreme temperature ,Cold wave,,Bangladesh,"Gaibandha, Dinajpur, Rangpur, Nilphamari "
1997,Extreme temperature ,Cold wave,,Bangladesh,Dinajpur (level 2) Level 1 = Rajshahi
1998,Extreme temperature ,Cold wave,,Bangladesh,"Jessore, Rajshahi, Khulna"
2000,Extreme temperature ,Cold wave,,Bangladesh,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces"
2001,Extreme temperature ,Cold wave,,Bangladesh,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari districts (Rangpur province), Satkhira, Jessore districts (Khulna province), Sylhet, Sunamganj districts (Sylhet province)"
2002,Extreme temperature ,Cold wave,,Bangladesh,"Rajshahi, Rangpur provinces"
2003,Extreme temperature ,Cold wave,,Bangladesh,"Chittagong, Dhaka, Rajshahi, Rangpur provinces"
2009,Extreme temperature ,Cold wave,,Bangladesh,"Rajbari, Manikganj, Tangail, Sherpur districts (Dhaka province), Damurhuda, Sadar, Jiban Naga (Chuadanga district, Khulna province), Jessore, Bagerhat, Khulna, Meherpur, Satkhira districts (Khulna province), Sadar, Sripur (Magura district, Khulna province), Naogaon, Pabna, Bogra, Sirajganj districts (Rajshahi province), Biral, Fulbari (Dinajpur district, Rangpur province), Fulchari, Sundarganj, Saghata, Gabindaganj, Sadullapu (Gaibandha district, Rangpur province), Tentulia, Debiganj, Atwari (Panchagarh district, Rangpur province), Baliadangi, Haripur, Ranisenkail (Thakurgaon district, Rangpur province), Dimla, Jaldhaka (Nilphamari district, Rangpur province), Hatibandha, Patgram, Aditmari (Lalmonirhat district, Rangpur province), Roumari, Chilmari, Ulipur (Kurigram district, Rangpur province), Gangachara, Pirganj (Rangpur district, Rangpur province)"
2011,Extreme temperature ,Cold wave,,Bangladesh,"Barguna district (Barisal province), Nazirpur upazila (Pirojpur district, Barisal province), Gaibandha, Kurigram, Thakurgaon, Dinajpur districts (Rangpur province), Gabura city (Rangpur district, Rangpur province), Domar upazila (Nilphamari district, Rangpur province), Tetulia upazila (Panchagarh district, Rangpur province), Dakope upazila (Khulna district, Khulna province), Kushtia, Chuadanga districts (Khulna province), Kalaroa upazila (Satkhira district, Khulna province), Tarail upazila (Kishoreganj district, Dhaka province), Manikganj, Sherpur districts (Dhaka province), Sirajganj, Rajshahi districts (Rajshahi province), Ishwardi city (Pabna district, Rajshahi province)"
2011,Extreme temperature ,Cold wave,,Bangladesh,"Barisal, Chittagong, Khulna, Rangpur provinces"
2012,Extreme temperature ,Cold wave,,Bangladesh,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari, Lalmonirhat, Rangpur, Kurigram, Gaibandha districts (Rangpur province), Bogra, Joypurhat, Naogaon, Nawabganj, Rajshahi, Natore, Sirajganj, Pabna districts (Rajshahi province), Mymensingh, Faridpur, Madaripur districts (Dhaka province), Maulvibazar district (Sylhet province), Kushtia, Jessore districts (Khuna province)"
2018,Extreme temperature ,Cold wave,,Bangladesh,
2019,Extreme temperature ,Cold wave,,Bangladesh,"Chuadanga, Dinajpur, Panchagarh, Rajshahi, Pabna, Naogaon, Nilphamari, Jessore, Kurigramare districts "
2003,Extreme temperature ,Heat wave,,Bangladesh,"Dhaka, Khulna, Rajshahi provinces"
2005,Extreme temperature ,Heat wave,,Bangladesh,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces"
2005,Extreme temperature ,Severe winter conditions,,Bangladesh,"Chittagong district (Chittagong province), Jessore district (Khulna province), Rajshahi, Pabna districts (Rajshahi province), Thakurgaon, Kurigram districts (Rangpur province)"
2007,Extreme temperature ,Severe winter conditions,,Bangladesh,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari, Lalmonirhat, Gaibandha, Kurigram, Rangpur districts (Rangpur province), Joypurhat, Bogra, Sirajganj, Rajshahi, Pabna, Nawabganj districts (Rajshahi province), Mymensingh, Jamalpur, Kishoreganj, Sherpur, Gazipur, Shariatpur, Rajbari, Gopalganj districts (Dhaka), Jhalokati district (Barisal province), Khulna district (Khulna province), Brahamanbaria district (Chittagong province), Sylhet, Maulvibazar, Sunamganj districts (Sylhet province)"
2000,Extreme temperature ,Cold wave,,Belarus,"Brest, Gomel, Grodno, Minsk, Minsk City, Mogilev, Vitebsk provinces"
2012,Extreme temperature ,Cold wave,,Belarus,"Vitebsk, Miory, Glubokoe, Polotsk, Postavy districts (Vitebsk province), Minsk city, Minsk, Stolbtsy, Molodechno, Borisov, Slutsk districts (Minsk province), Gomel city (Gomel district, Gomel province), Rechista, Zhlobin, Mozyr districts (Gomel province), Lida, Slonim, Volkovysk districts (Grodno province), Brest, Mogilev provinces"
2005,Extreme temperature ,Severe winter conditions,,Belarus,Minsk province
2013,Extreme temperature ,Severe winter conditions,,Belarus,"Brest, Pinsk, Luninec, Stolin districts (Brest province), Verhnedvinsk, Miory, Sharkovshchina, Shumilino, Gorodok, Beshenkovichi districts (Vitebsk province), Borisov, Berezino, Stolbtsy, Molodechno districts (Minsk province), Bobruisk, Chausy, Mstislav, Slavgorod, Mogilev districts (Mogilev province), Rogachev, Zhitkovichi, Petrikov, Mozyr, Rechitsa, Chechersk, Gomel, Loev, Lel'chitsy, El'sk, Narovlja, Kalinkovichi, Svetlogorsk, Zhlobin, Vetka, Dobrush, Bragin districts (Gomel province)"
2014,Extreme temperature ,Severe winter conditions,,Belarus,"Minsk, Grodno, Vitebsk, Mogilev provinces"
2017,Extreme temperature ,Severe winter conditions,,Belarus,"Vitebsk, Minsk, Gomel, Grodno, Brest, Mogilev provinces"
1963,Extreme temperature ,Cold wave,,Belgium,
1985,Extreme temperature ,Cold wave,,Belgium,
2005,Extreme temperature ,Cold wave,,Belgium,"Region Bruxelles-Capitale/Brussels Hoofdtedelijk Gewes, Région wallonne, Vlaams Gewest"
2008,Extreme temperature ,Cold wave,,Belgium,"Leuven city ( Vlaams-Brabant district, Vlaams Gewest province)"
2012,Extreme temperature ,Cold wave,,Belgium,Vlaams Gewest province
2003,Extreme temperature ,Heat wave,,Belgium,"Region de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest provinces"
2006,Extreme temperature ,Heat wave,,Belgium,"Vlaams Geweest, Region de bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne"
2015,Extreme temperature ,Heat wave,,Belgium,"Vlaams Gewest, Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne provinces"
2018,Extreme temperature ,Heat wave,,Belgium,
2019,Extreme temperature ,Heat wave,,Belgium,
2019,Extreme temperature ,Heat wave,,Belgium,
2019,Extreme temperature ,Heat wave,,Belgium,
2020,Extreme temperature ,Heat wave,,Belgium,
2005,Extreme temperature ,Severe winter conditions,,Belgium,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Vlaams Gewest, Region wallonne provinces"
1990,Extreme temperature ,Cold wave,,Belize,
2000,Extreme temperature ,Cold wave,,Bolivia (Plurinational State of),"Cochabamba, Santa Cruz, La Paz provinces"
2001,Extreme temperature ,Cold wave,,Bolivia (Plurinational State of),"La Paz, Oruro, Cochabamba, Potosi provinces"
2010,Extreme temperature ,Cold wave,,Bolivia (Plurinational State of),Santa Cruz province
2013,Extreme temperature ,Heat wave,,Bolivia (Plurinational State of),"Cocapata village (Ayopaya district, Cochabamba province), Quime village (Inquisivi district, La Paz province), Tinquipaya areas (Tomas Frias district, Potosi province), Uncía, Llallagua areas (Rafael Bustillo district, Potosi province), Colquechaca area (Chayanta district, Potosi province), Tomave area (Antonio Quijarro district, Potosi province)"
2007,Extreme temperature ,Severe winter conditions,,Bolivia (Plurinational State of),La Paz province
2010,Extreme temperature ,Cold wave,,Bosnia and Herzegovina,Banja Luka district (Republika Srpska province)
2012,Extreme temperature ,Cold wave,,Bosnia and Herzegovina,"Sokolac, Cajnice, Kalinovik, Stari Grad, Kladanj, Krupes, Han Pijesak districts (Republika Srpska province), Luka, Krusev Do, Bozici (Srebrenica districts, Republika Srpska province), Drvar, Kupres (Zapadnobosanski district, Federacija Bosne I Hercegovine province)"
2007,Extreme temperature ,Heat wave,,Bosnia and Herzegovina,"Stolac, Trebinje, Bileca districts (Republika Srpska), Neum, Citluk, Capljina cities (Neretvljanski, Federacija Bosne I Hercegovine province)"
2009,Extreme temperature ,Severe winter conditions,,Bosnia and Herzegovina,"Sarajevo district (Federacoja Bosne I Hercegovine province), Zenica city (Zenicko-dobojski district, Federacoja Bosne I Hercegovine province), Zvornik, Sokolac, Foca, Doboj districts (Republika Srpska province), Fazlagica Kula (Gacko district, Republika Spska province)"
1975,Extreme temperature ,Cold wave,,Brazil,Parana
1988,Extreme temperature ,Cold wave,,Brazil,
1994,Extreme temperature ,Cold wave,,Brazil,Minas Gerais
2000,Extreme temperature ,Cold wave,,Brazil,Porto Alegre district (Rio Grande Do Sul province)
2004,Extreme temperature ,Cold wave,,Brazil,"Santa Catarina, Parana provinces"
1968,Extreme temperature ,Heat wave,,Brazil,
1975,Extreme temperature ,Heat wave,,Brazil,
2010,Extreme temperature ,Heat wave,,Brazil,"Cariocas borough (Nova Lima district, Minas Gerais province), Santos district (Sao Paulo province)"
1998,Extreme temperature ,Cold wave,,Bulgaria,"Montana, Sofia"
2000,Extreme temperature ,Cold wave,,Bulgaria,"Sofia province, Sofia-city province"
2008,Extreme temperature ,Cold wave,,Bulgaria,"Sopot area (Karlovo district, Plovdiv province), Samokov, Pirdop districts (Sofia province), Haskovo, Kardzkali, Sliven, Veliko Tarnovo, Jambol provinces "
2010,Extreme temperature ,Cold wave,,Bulgaria,"Sofia, Sofia-city, Shumen provinces, Valtchi Dol district (Varna province), Glavinitca district (Silistra province), Tran district (Pernik province), Knezha district (Vratca province), Sevlievo district (Gabrovo province)"
2012,Extreme temperature ,Cold wave,,Bulgaria,"Chirpan district (Stara Zagora province), Sevlievo district (Gabrovo province), Varna district (Varna province)"
2012,Extreme temperature ,Cold wave,,Bulgaria,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca, provinces"
2000,Extreme temperature ,Heat wave,,Bulgaria,"Sofia, Sofia-city, Stata Zagora, Blagoevgrad, Vidin provinces"
2007,Extreme temperature ,Heat wave,,Bulgaria,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca provinces"
2005,Extreme temperature ,Severe winter conditions,,Bulgaria,"Burgas, Varna provinces"
1982,Extreme temperature ,Cold wave,,Canada," Labrador, Newfoundland"
1992,Extreme temperature ,Cold wave,,Canada,Ontario
2014,Extreme temperature ,Cold wave,,Canada,"Ontario, Manitoba, Saskatchewan provinces"
1936,Extreme temperature ,Heat wave,,Canada,Nationwide (except Yukon and Nothwest territories)
2018,Extreme temperature ,Heat wave,,Canada,"Gatineau, Montréal, Joliette, Saint-Hyacinthe, Saint-Jean-sur-Richelieu, Drummondville, Sherbrooke ,Outaouais, Laurentides, Lanaudière, Victoriaville Trois-Rivières, Québec, La Malbaie, Kamouraska, l’Abitibi-Témiscamingue, Saguenay—Lac-Saint-Jean (Quebec)"
2021,Extreme temperature ,Heat wave,,Canada,British Columbia
2013,Extreme temperature ,Severe winter conditions,,Canada,"Ontario, Quebec provinces"
2004,Extreme temperature ,Heat wave,,Canary Is,Canarias province
1995,Extreme temperature ,Cold wave,,Chile,"Longuimay, Curarrehue, Pucon, Melipouco, Curacautin"
2000,Extreme temperature ,Cold wave,,Chile,"Antofagasta, Araucania, Arica y Painacota, Atacama, Coquimbo, Los Lagos, Los Rios, Tarapaca provinces"
2002,Extreme temperature ,Cold wave,,Chile,"Aisen del Gral. Carlos Ibañez del Campo, Antofagasta, Araucania, Arica y Painacota, Atacama, Biobio, Coquimbo, Libertador Gral. Bernardo O'Higgins, Los Lagos, Los Rios, Magallanes y Antartica chilena, Maule, Metropolitana, Tarapaca, Valparaiso provinces"
2004,Extreme temperature ,Cold wave,,Chile,"Aisen del Gral. Carlos Ibañez del Campo, Antofagasta, Araucania, Arica y Painacota, Atacama, Biobio, Coquimbo, Libertador Gral. Bernardo O'Higgins, Los Lagos, Los Rios, Magallanes y Antartica chilena, Maule, Metropolitana, Tarapaca, Valparaiso provinces"
2010,Extreme temperature ,Cold wave,,Chile,Aisen del Gral. Carlos Ibañez del Campo province
2007,Extreme temperature ,Severe winter conditions,,Chile,"Osorno district (Los Lagos province), Santiago district (Metropolitan province), Araucania province"
2011,Extreme temperature ,Severe winter conditions,,Chile,"Lonquimay villages (Malleco districts, Araucania province), Cunco, Curarrehue, Pucon, Villarrica, Vilcun villages (Cautin district, Araucania province), Biobio province"
2011,Extreme temperature ,Severe winter conditions,,Chile,"Lonquimay, Curacautín, Purén villages (Malleco district, Araucania province), Cunco, Pucón, Curarrehue, Melipeuco, Carahue, Vilcún, Villarrica villages (Cautin district, Araucania province), Alto Bio-bío village (Biobio district, Biobio province)"
2013,Extreme temperature ,Severe winter conditions,,Chile,"Biobio, Libertador Gral. Bernardo O'Higgins, Maule, Metropolitana, Valparaiso provinces"
1986,Extreme temperature ,Cold wave,,China,Northwest
1997,Extreme temperature ,Cold wave,,China,Xinjiang Region
1997,Extreme temperature ,Cold wave,,China,"Tibet, Qinghai"
2011,Extreme temperature ,Cold wave,,China,"Sichuan Sheng, Jiangxi Sheng, Guizhou Sheng, Yunnan Sheng, Anhui Sheng, Hunan Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu provinces"
2016,Extreme temperature ,Cold wave,,China,"Yakeshi city (Hulunbuir district, Nei Mongol Zizhiqu province), Harbin district (Heilongjiang Sheng province), Mohe area (Daxing'anling district, Heilongjiang province), Changsha district (Hunan Sheng province), Changchun district (Jilin Sheng province), Zhejiang Sheng, Beijing Shi, Hainan Sheng, Shanghai Shi provinces"
1994,Extreme temperature ,Heat wave,,China,Beijing
1997,Extreme temperature ,Heat wave,,China,Beijing
2002,Extreme temperature ,Heat wave,,China,"Chongqing Shi province, Shijiazhuang district (Hebei Sheng province)"
2004,Extreme temperature ,Heat wave,,China,"Guangzhou city (Guangzhou district, Guangdong Sheng province)"
2005,Extreme temperature ,Heat wave,,China,Shanghai city (Shanghai Shi province)
2013,Extreme temperature ,Heat wave,,China,Shanghai Shi province
2008,Extreme temperature ,Severe winter conditions,,China,"Zhejiang Sheng, Sichuan Sheng, Anhui Sheng, Hubei Sheng, Hunan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Jiangxi Sheng provinces, Shanghai city (Shanghai Shi province)"
2008,Extreme temperature ,Severe winter conditions,,China,Yunnan Sheng province
2012,Extreme temperature ,Severe winter conditions,,China,Xizang Zizhiqu province
2010,Extreme temperature ,Cold wave,,Croatia,Cakovec city (Medimurje province)
2012,Extreme temperature ,Cold wave,,Croatia,"Bjelovar-bilogora, Dubrovnik-Neretva, Grad Zagreb, Istra, Karlovac, Koprivinca-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Šibenik, Sisak-moslavia, Slavonski Brod-posav, Split-dalmatija, Varazdin, Vukovar-srijem, Zadar-Knin, Zagrb, Virovitica-podravina provinces"
2012,Extreme temperature ,Cold wave,,Croatia,"Bjelovar-bilogora, Dubrovnik-neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Sibenik, Sisak-moslavina, Slavonski Brod-posav, Split- dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-knin, Zagreb provinces"
2000,Extreme temperature ,Heat wave,,Croatia,"Zagreb city (Zagreb province), Split city (Split-dalmatija province), Osijek city (Osijek-baranja province), Rijeka city (Primorje-gorski Kota province)"
2003,Extreme temperature ,Heat wave,,Croatia,"Bjelovar-bilogora, Dubrovnik-Neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Šibenik, Sisak-moslavina, Slavonski Brod-posav, Split-dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-Knin, Zagreb provinces"
2005,Extreme temperature ,Severe winter conditions,,Croatia,"Bjelovar-bilogora, Dubrovnik-neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Sibenik, Sisak-moslavina, Slavonski Brod-posav, Split-dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-knin, Zagreb provinces"
1998,Extreme temperature ,Heat wave,,Cyprus,
2000,Extreme temperature ,Heat wave,,Cyprus,Nicosia province
2007,Extreme temperature ,Heat wave,,Cyprus,"Famgusta, Kyrenia, Larnaca, Limassol, Nicosia, Paphos provinces"
2010,Extreme temperature ,Cold wave,,Czech Republic (the),Praha city (Praha province)
2012,Extreme temperature ,Cold wave,,Czech Republic (the),Opava district (Severomoravsky province)
2012,Extreme temperature ,Cold wave,,Czech Republic (the),"Jihocesky, Jihomoravsky, Praha, Severocesky, Severomoravsky, Stredocesky, Vychodocesky, Zapadocesky provinces"
2018,Extreme temperature ,Cold wave,,Czech Republic (the),
2003,Extreme temperature ,Heat wave,,Czech Republic (the),"Jihocesky, Jihomoravsky, Praha, Severocesky, Severomoravsky, Stredocesky, Vychodocesky, Zapadocesky provinces"
2005,Extreme temperature ,Severe winter conditions,,Czech Republic (the),"Jihocesky, Jihomoravsky, Praha, Severomoravsky, Stredocesky, Vychodocesky provinces"
1985,Extreme temperature ,Cold wave,,Czechoslovakia,
1981,Extreme temperature ,Severe winter conditions,,Czechoslovakia,
1982,Extreme temperature ,Severe winter conditions,,Czechoslovakia,
2000,Extreme temperature ,Cold wave,,Egypt,"Kalyoubia, Shrkia, Fayoum province"
1995,Extreme temperature ,Heat wave,,Egypt,Nord
1996,Extreme temperature ,Heat wave,,Egypt,
2015,Extreme temperature ,Heat wave,,Egypt,"Cairo, Qena provinces ; Marsa Matruh district (Matrouh province)"
2006,Extreme temperature ,Cold wave,,El Salvador,Santa Tecla district (La Libertad province)
2012,Extreme temperature ,Cold wave,,Estonia,"Harju maakond, Hiiu maakond, Ida-Viru maakond, Jarva maakond, Jõgeva maakond, Laane-Viru maakond, Laane maakond, Parnu maakond, Polva maakond, Rapla maakond, Saare maakond, Tartu maakond, Valga maakond, Viljandi maakond, Viljandi maakond, Voru maakond provinces + Administrative unit not available province"
2018,Extreme temperature ,Cold wave,,Estonia,
2005,Extreme temperature ,Severe winter conditions,,Estonia,"Lääne maakond, Põlva maakond, Tartu maakond, Valga maakond, Võru maakond provinces"
1985,Extreme temperature ,Cold wave,,France,Countrywide
1991,Extreme temperature ,Cold wave,,France,
1991,Extreme temperature ,Cold wave,,France,"Champagne, Cognac, Provence, Touraine, Bordeaux"
1997,Extreme temperature ,Cold wave,,France,South
2005,Extreme temperature ,Cold wave,,France,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces"
2008,Extreme temperature ,Cold wave,,France,"Ile-de-France, Nord-Pas-de-Calais, Provence-Alpes-Cote-d'Azur provinces"
2009,Extreme temperature ,Cold wave,,France,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes provinces"
2010,Extreme temperature ,Cold wave,,France,"Bretagne, Auvergne, Rhones-Alpes provinces"
2012,Extreme temperature ,Cold wave,,France,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces"
2018,Extreme temperature ,Cold wave,,France,
1990,Extreme temperature ,Heat wave,,France,Southwestern
2003,Extreme temperature ,Heat wave,,France,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces"
2006,Extreme temperature ,Heat wave,,France,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces"
